time UTC,power generated (MW)
1/01/2018 0:30,0
1/01/2018 1:30,0
1/01/2018 2:30,0
1/01/2018 3:30,0
1/01/2018 4:30,0
1/01/2018 5:30,0
1/01/2018 6:30,47.01233292
1/01/2018 7:30,89.65299797
1/01/2018 8:30,88.01966667
1/01/2018 9:30,88.79366557
1/01/2018 10:30,65.46533394
1/01/2018 11:30,47.38599968
1/01/2018 12:30,32.19366709
1/01/2018 13:30,28.44166629
1/01/2018 14:30,33.23300044
1/01/2018 15:30,22.87866592
1/01/2018 16:30,12.99733416
1/01/2018 17:30,2.059666991
1/01/2018 18:30,0
1/01/2018 19:30,3.325000167
1/01/2018 20:30,0.513333678
1/01/2018 21:30,0
1/01/2018 22:30,0
1/01/2018 23:30,0
2/01/2018 0:30,0
2/01/2018 1:30,0
2/01/2018 2:30,7.307332993
2/01/2018 3:30,51.99166552
2/01/2018 4:30,71.68899854
2/01/2018 5:30,79.84333229
2/01/2018 6:30,61.06833331
2/01/2018 7:30,55.71466637
2/01/2018 8:30,54.19766553
2/01/2018 9:30,57.02866618
2/01/2018 10:30,28.56933276
2/01/2018 11:30,56.83166695
2/01/2018 12:30,59.2123305
2/01/2018 13:30,54.7406648
2/01/2018 14:30,79.42499924
2/01/2018 15:30,56.2253329
2/01/2018 16:30,30.18966611
2/01/2018 17:30,40.69166629
2/01/2018 18:30,8.340334574
2/01/2018 19:30,11.31699936
2/01/2018 20:30,11.23533444
2/01/2018 21:30,5.64233464
2/01/2018 22:30,1.059333165
2/01/2018 23:30,0
3/01/2018 0:30,0
3/01/2018 1:30,0
3/01/2018 2:30,0
3/01/2018 3:30,0
3/01/2018 4:30,5.335666021
3/01/2018 5:30,72.82266617
3/01/2018 6:30,119.2370021
3/01/2018 7:30,130.5223312
3/01/2018 8:30,112.580665
3/01/2018 9:30,87.91599846
3/01/2018 10:30,71.7943325
3/01/2018 11:30,67.93699964
3/01/2018 12:30,44.48866717
3/01/2018 13:30,34.61900075
3/01/2018 14:30,22.96299863
3/01/2018 15:30,10.07600021
3/01/2018 16:30,3.439666152
3/01/2018 17:30,4.996999661
3/01/2018 18:30,0
3/01/2018 19:30,0
3/01/2018 20:30,0
3/01/2018 21:30,0
3/01/2018 22:30,0
3/01/2018 23:30,0
4/01/2018 0:30,0
4/01/2018 1:30,0
4/01/2018 2:30,0
4/01/2018 3:30,0
4/01/2018 4:30,0
4/01/2018 5:30,0
4/01/2018 6:30,16.63999943
4/01/2018 7:30,70.43133227
4/01/2018 8:30,76.37299983
4/01/2018 9:30,52.11699867
4/01/2018 10:30,34.89133326
4/01/2018 11:30,31.55999947
4/01/2018 12:30,20.29366684
4/01/2018 13:30,12.52266685
4/01/2018 14:30,6.057333112
4/01/2018 15:30,0
4/01/2018 16:30,0
4/01/2018 17:30,0
4/01/2018 18:30,0
4/01/2018 19:30,0
4/01/2018 20:30,0
4/01/2018 21:30,0
4/01/2018 22:30,0
4/01/2018 23:30,0
5/01/2018 0:30,0
5/01/2018 1:30,0
5/01/2018 2:30,15.68400065
5/01/2018 3:30,32.79600016
5/01/2018 4:30,26.46533438
5/01/2018 5:30,43.86999957
5/01/2018 6:30,49.27233505
5/01/2018 7:30,29.64433225
5/01/2018 8:30,56.54299927
5/01/2018 9:30,69.32066727
5/01/2018 10:30,68.61133321
5/01/2018 11:30,49.06733322
5/01/2018 12:30,37.1873347
5/01/2018 13:30,24.70033455
5/01/2018 14:30,11.43500078
5/01/2018 15:30,0
5/01/2018 16:30,0
5/01/2018 17:30,0
5/01/2018 18:30,0
5/01/2018 19:30,0
5/01/2018 20:30,0
5/01/2018 21:30,0
5/01/2018 22:30,0
5/01/2018 23:30,0.1583335
6/01/2018 0:30,25.11266573
6/01/2018 1:30,85.9393336
6/01/2018 2:30,105.5129999
6/01/2018 3:30,99.13366636
6/01/2018 4:30,98.7363313
6/01/2018 5:30,104.4226659
6/01/2018 6:30,94.4553318
6/01/2018 7:30,82.64000066
6/01/2018 8:30,70.70199903
6/01/2018 9:30,35.31433296
6/01/2018 10:30,22.52333387
6/01/2018 11:30,15.3633333
6/01/2018 12:30,4.330999374
6/01/2018 13:30,0
6/01/2018 14:30,12.53300033
6/01/2018 15:30,17.83000183
6/01/2018 16:30,6.275666535
6/01/2018 17:30,7.002000789
6/01/2018 18:30,13.42399903
6/01/2018 19:30,7.355999549
6/01/2018 20:30,0.573333065
6/01/2018 21:30,3.719333649
6/01/2018 22:30,49.55000051
6/01/2018 23:30,97.94433212
7/01/2018 0:30,105.9336656
7/01/2018 1:30,86.90399996
7/01/2018 2:30,84.61800067
7/01/2018 3:30,82.42333221
7/01/2018 4:30,69.29566574
7/01/2018 5:30,68.53433228
7/01/2018 6:30,49.92133268
7/01/2018 7:30,49.02066485
7/01/2018 8:30,45.22533417
7/01/2018 9:30,40.86199951
7/01/2018 10:30,45.75166702
7/01/2018 11:30,60.0803318
7/01/2018 12:30,28.52066739
7/01/2018 13:30,29.67533429
7/01/2018 14:30,17.91233253
7/01/2018 15:30,78.95866712
7/01/2018 16:30,40.41366641
7/01/2018 17:30,17.63399959
7/01/2018 18:30,58.94666608
7/01/2018 19:30,40.70766767
7/01/2018 20:30,19.29466561
7/01/2018 21:30,0.606000264
7/01/2018 22:30,0
7/01/2018 23:30,0
8/01/2018 0:30,22.04366557
8/01/2018 1:30,61.94766808
8/01/2018 2:30,87.2393322
8/01/2018 3:30,67.75700061
8/01/2018 4:30,75.06500053
8/01/2018 5:30,108.6706651
8/01/2018 6:30,120.4609992
8/01/2018 7:30,31.76899914
8/01/2018 8:30,9.748666753
8/01/2018 9:30,0
8/01/2018 10:30,0
8/01/2018 11:30,0
8/01/2018 12:30,0
8/01/2018 13:30,6.072999954
8/01/2018 14:30,12.28900083
8/01/2018 15:30,1.11400036
8/01/2018 16:30,0
8/01/2018 17:30,15.32566766
8/01/2018 18:30,41.18866666
8/01/2018 19:30,2.320999026
8/01/2018 20:30,11.95533367
8/01/2018 21:30,13.04766719
8/01/2018 22:30,0.912333151
8/01/2018 23:30,10.15399927
9/01/2018 0:30,65.00733185
9/01/2018 1:30,104.6663329
9/01/2018 2:30,78.24066544
9/01/2018 3:30,73.03366661
9/01/2018 4:30,42.16766866
9/01/2018 5:30,56.29900106
9/01/2018 6:30,19.61699994
9/01/2018 7:30,3.670667052
9/01/2018 8:30,0
9/01/2018 9:30,2.490666707
9/01/2018 10:30,46.73299917
9/01/2018 11:30,75.64433225
9/01/2018 12:30,78.32066727
9/01/2018 13:30,58.63899867
9/01/2018 14:30,33.94666608
9/01/2018 15:30,16.85933304
9/01/2018 16:30,10.04400063
9/01/2018 17:30,21.78533427
9/01/2018 18:30,20.05033366
9/01/2018 19:30,12.74833345
9/01/2018 20:30,22.20466741
9/01/2018 21:30,17.57366625
9/01/2018 22:30,1.190333684
9/01/2018 23:30,8.665999711
10/01/2018 0:30,13.12833341
10/01/2018 1:30,0
10/01/2018 2:30,0
10/01/2018 3:30,1.85633413
10/01/2018 4:30,10.64866706
10/01/2018 5:30,6.608999332
10/01/2018 6:30,11.02633405
10/01/2018 7:30,23.33099937
10/01/2018 8:30,54.04100037
10/01/2018 9:30,74.7879982
10/01/2018 10:30,61.38033295
10/01/2018 11:30,55.60233307
10/01/2018 12:30,59.03666306
10/01/2018 13:30,55.02833366
10/01/2018 14:30,56.8516674
10/01/2018 15:30,71.04166603
10/01/2018 16:30,3.430333495
10/01/2018 17:30,0
10/01/2018 18:30,11.75200017
10/01/2018 19:30,4.963666956
10/01/2018 20:30,8.700333913
10/01/2018 21:30,0
10/01/2018 22:30,0
10/01/2018 23:30,0
11/01/2018 0:30,0
11/01/2018 1:30,0
11/01/2018 2:30,0
11/01/2018 3:30,0
11/01/2018 4:30,0
11/01/2018 5:30,0
11/01/2018 6:30,0
11/01/2018 7:30,0
11/01/2018 8:30,0
11/01/2018 9:30,40.3926665
11/01/2018 10:30,71.98333295
11/01/2018 11:30,44.46566645
11/01/2018 12:30,17.20766521
11/01/2018 13:30,7.781666994
11/01/2018 14:30,0
11/01/2018 15:30,0
11/01/2018 16:30,0
11/01/2018 17:30,0
11/01/2018 18:30,0
11/01/2018 19:30,0
11/01/2018 20:30,0
11/01/2018 21:30,0
11/01/2018 22:30,0
11/01/2018 23:30,0
12/01/2018 0:30,0
12/01/2018 1:30,0
12/01/2018 2:30,13.13466581
12/01/2018 3:30,28.02166621
12/01/2018 4:30,4.297333399
12/01/2018 5:30,22.9853344
12/01/2018 6:30,53.04166476
12/01/2018 7:30,65.43899918
12/01/2018 8:30,8.461332321
12/01/2018 9:30,20.92633375
12/01/2018 10:30,41.38666598
12/01/2018 11:30,36.76000023
12/01/2018 12:30,7.12133352
12/01/2018 13:30,0
12/01/2018 14:30,0
12/01/2018 15:30,70.91766548
12/01/2018 16:30,43.36633301
12/01/2018 17:30,65.86766497
12/01/2018 18:30,88.46366628
12/01/2018 19:30,122.9629974
12/01/2018 20:30,126.5006657
12/01/2018 21:30,127.0853329
12/01/2018 22:30,127.4296672
12/01/2018 23:30,127.0153325
13/01/2018 0:30,111.0779978
13/01/2018 1:30,95.7253329
13/01/2018 2:30,132.201664
13/01/2018 3:30,130.0726693
13/01/2018 4:30,127.0626672
13/01/2018 5:30,110.5970001
13/01/2018 6:30,111.9006659
13/01/2018 7:30,108.5763334
13/01/2018 8:30,102.289999
13/01/2018 9:30,70.74399948
13/01/2018 10:30,46.04299927
13/01/2018 11:30,62.55366643
13/01/2018 12:30,69.28166707
13/01/2018 13:30,10.60433332
13/01/2018 14:30,29.14733378
13/01/2018 15:30,35.23633389
13/01/2018 16:30,69.33899943
13/01/2018 17:30,51.95933278
13/01/2018 18:30,37.35266749
13/01/2018 19:30,50.3113327
13/01/2018 20:30,69.94900004
13/01/2018 21:30,92.82933172
13/01/2018 22:30,98.04799843
13/01/2018 23:30,94.34866587
14/01/2018 0:30,95.57933299
14/01/2018 1:30,84.28899765
14/01/2018 2:30,68.5613327
14/01/2018 3:30,49.97166634
14/01/2018 4:30,51.73666509
14/01/2018 5:30,37.88666662
14/01/2018 6:30,13.63733363
14/01/2018 7:30,13.64333407
14/01/2018 8:30,21.45166651
14/01/2018 9:30,12.26000017
14/01/2018 10:30,25.21999868
14/01/2018 11:30,37.48066648
14/01/2018 12:30,27.23066648
14/01/2018 13:30,15.3066654
14/01/2018 14:30,0
14/01/2018 15:30,1.867333174
14/01/2018 16:30,20.49633344
14/01/2018 17:30,17.96933246
14/01/2018 18:30,9.44066608
14/01/2018 19:30,23.46866671
14/01/2018 20:30,22.03666623
14/01/2018 21:30,7.065668146
14/01/2018 22:30,2.60000054
14/01/2018 23:30,24.62533315
15/01/2018 0:30,29.56966782
15/01/2018 1:30,31.48566691
15/01/2018 2:30,33.2929999
15/01/2018 3:30,52.78399976
15/01/2018 4:30,73.05666415
15/01/2018 5:30,79.87833214
15/01/2018 6:30,70.09533374
15/01/2018 7:30,62.55833435
15/01/2018 8:30,60.20099894
15/01/2018 9:30,50.39366659
15/01/2018 10:30,20.51233546
15/01/2018 11:30,0.322332998
15/01/2018 12:30,0
15/01/2018 13:30,28.13433274
15/01/2018 14:30,33.88266627
15/01/2018 15:30,62.71266619
15/01/2018 16:30,60.46299998
15/01/2018 17:30,37.01699766
15/01/2018 18:30,23.87733324
15/01/2018 19:30,13.1896681
15/01/2018 20:30,10.77666676
15/01/2018 21:30,37.61733373
15/01/2018 22:30,35.40033277
15/01/2018 23:30,15.85400017
16/01/2018 0:30,24.25433222
16/01/2018 1:30,24.93066724
16/01/2018 2:30,9.108333389
16/01/2018 3:30,1.223333319
16/01/2018 4:30,0.917666733
16/01/2018 5:30,27.67199959
16/01/2018 6:30,38.47666613
16/01/2018 7:30,39.58733368
16/01/2018 8:30,46.87899844
16/01/2018 9:30,68.97699928
16/01/2018 10:30,78.9433314
16/01/2018 11:30,80.1876653
16/01/2018 12:30,54.51166534
16/01/2018 13:30,31.52333323
16/01/2018 14:30,10.75399919
16/01/2018 15:30,0
16/01/2018 16:30,0
16/01/2018 17:30,0
16/01/2018 18:30,0
16/01/2018 19:30,0
16/01/2018 20:30,0
16/01/2018 21:30,0
16/01/2018 22:30,0
16/01/2018 23:30,2.200999578
17/01/2018 0:30,18.96266683
17/01/2018 1:30,11.3713334
17/01/2018 2:30,0
17/01/2018 3:30,0
17/01/2018 4:30,0
17/01/2018 5:30,0
17/01/2018 6:30,0
17/01/2018 7:30,13.5006663
17/01/2018 8:30,39.5543321
17/01/2018 9:30,57.01633326
17/01/2018 10:30,68.09999975
17/01/2018 11:30,52.34899966
17/01/2018 12:30,28.53233266
17/01/2018 13:30,2.064333657
17/01/2018 14:30,0
17/01/2018 15:30,0
17/01/2018 16:30,0
17/01/2018 17:30,0
17/01/2018 18:30,0
17/01/2018 19:30,0
17/01/2018 20:30,0
17/01/2018 21:30,0
17/01/2018 22:30,0
17/01/2018 23:30,0
18/01/2018 0:30,0
18/01/2018 1:30,0
18/01/2018 2:30,0
18/01/2018 3:30,0
18/01/2018 4:30,0
18/01/2018 5:30,0
18/01/2018 6:30,0
18/01/2018 7:30,14.1673336
18/01/2018 8:30,77.32433319
18/01/2018 9:30,71.24066607
18/01/2018 10:30,55.83666484
18/01/2018 11:30,42.80099805
18/01/2018 12:30,24.54766528
18/01/2018 13:30,6.008000642
18/01/2018 14:30,0
18/01/2018 15:30,0
18/01/2018 16:30,0
18/01/2018 17:30,0
18/01/2018 18:30,0
18/01/2018 19:30,0
18/01/2018 20:30,0
18/01/2018 21:30,0
18/01/2018 22:30,0
18/01/2018 23:30,0
19/01/2018 0:30,0
19/01/2018 1:30,0
19/01/2018 2:30,0
19/01/2018 3:30,0
19/01/2018 4:30,4.593332907
19/01/2018 5:30,37.26200171
19/01/2018 6:30,84.6766669
19/01/2018 7:30,97.7840004
19/01/2018 8:30,86.44299952
19/01/2018 9:30,85.31500053
19/01/2018 10:30,78.13699977
19/01/2018 11:30,50.90766525
19/01/2018 12:30,38.88599777
19/01/2018 13:30,13.05733295
19/01/2018 14:30,0
19/01/2018 15:30,0
19/01/2018 16:30,0
19/01/2018 17:30,0
19/01/2018 18:30,0
19/01/2018 19:30,0
19/01/2018 20:30,0
19/01/2018 21:30,0
19/01/2018 22:30,0
19/01/2018 23:30,1.670333902
20/01/2018 0:30,0
20/01/2018 1:30,3.206666907
20/01/2018 2:30,7.017333984
20/01/2018 3:30,19.31833585
20/01/2018 4:30,44.56633313
20/01/2018 5:30,66.05799993
20/01/2018 6:30,77.78700066
20/01/2018 7:30,74.55866687
20/01/2018 8:30,71.75166575
20/01/2018 9:30,64.37233353
20/01/2018 10:30,60.62166723
20/01/2018 11:30,41.49199931
20/01/2018 12:30,31.97900073
20/01/2018 13:30,34.15999985
20/01/2018 14:30,16.34100032
20/01/2018 15:30,2.752333969
20/01/2018 16:30,0
20/01/2018 17:30,0
20/01/2018 18:30,0
20/01/2018 19:30,0.524333318
20/01/2018 20:30,2.866999984
20/01/2018 21:30,0
20/01/2018 22:30,0
20/01/2018 23:30,0
21/01/2018 0:30,0
21/01/2018 1:30,0.901666582
21/01/2018 2:30,0
21/01/2018 3:30,0.491666834
21/01/2018 4:30,0
21/01/2018 5:30,0
21/01/2018 6:30,8.283999662
21/01/2018 7:30,3.303999066
21/01/2018 8:30,0
21/01/2018 9:30,1.676666896
21/01/2018 10:30,11.39700067
21/01/2018 11:30,30.93933296
21/01/2018 12:30,22.0026652
21/01/2018 13:30,15.82066536
21/01/2018 14:30,17.77333442
21/01/2018 15:30,5.089332581
21/01/2018 16:30,0
21/01/2018 17:30,0
21/01/2018 18:30,0
21/01/2018 19:30,0
21/01/2018 20:30,1.081667026
21/01/2018 21:30,4.810667117
21/01/2018 22:30,5.100999236
21/01/2018 23:30,23.43733466
22/01/2018 0:30,49.61266581
22/01/2018 1:30,46.21566582
22/01/2018 2:30,35.40566889
22/01/2018 3:30,21.39200024
22/01/2018 4:30,15.21966743
22/01/2018 5:30,0
22/01/2018 6:30,0
22/01/2018 7:30,0
22/01/2018 8:30,0
22/01/2018 9:30,0
22/01/2018 10:30,3.129000346
22/01/2018 11:30,24.96966743
22/01/2018 12:30,35.75633176
22/01/2018 13:30,32.8870004
22/01/2018 14:30,8.842667341
22/01/2018 15:30,14.55000118
22/01/2018 16:30,9.442999522
22/01/2018 17:30,0
22/01/2018 18:30,0
22/01/2018 19:30,0
22/01/2018 20:30,2.086666703
22/01/2018 21:30,0
22/01/2018 22:30,10.43133287
22/01/2018 23:30,16.08933266
23/01/2018 0:30,38.8459994
23/01/2018 1:30,85.36033312
23/01/2018 2:30,48.38900057
23/01/2018 3:30,45.83799998
23/01/2018 4:30,23.59800084
23/01/2018 5:30,22.36499977
23/01/2018 6:30,40.18099976
23/01/2018 7:30,49.18533325
23/01/2018 8:30,12.87833337
23/01/2018 9:30,10.65966606
23/01/2018 10:30,26.59600067
23/01/2018 11:30,54.95799828
23/01/2018 12:30,32.6729997
23/01/2018 13:30,0
23/01/2018 14:30,0
23/01/2018 15:30,18.71099969
23/01/2018 16:30,18.15933226
23/01/2018 17:30,0
23/01/2018 18:30,0
23/01/2018 19:30,0
23/01/2018 20:30,1.939332962
23/01/2018 21:30,26.31299973
23/01/2018 22:30,13.34766642
23/01/2018 23:30,44.85366694
24/01/2018 0:30,49.58866692
24/01/2018 1:30,16.34300049
24/01/2018 2:30,0.507666906
24/01/2018 3:30,1.043333769
24/01/2018 4:30,0
24/01/2018 5:30,0
24/01/2018 6:30,0
24/01/2018 7:30,0
24/01/2018 8:30,0
24/01/2018 9:30,0
24/01/2018 10:30,0
24/01/2018 11:30,0
24/01/2018 12:30,0
24/01/2018 13:30,9.370999058
24/01/2018 14:30,0.164333334
24/01/2018 15:30,0
24/01/2018 16:30,0
24/01/2018 17:30,0
24/01/2018 18:30,0
24/01/2018 19:30,9.999334335
24/01/2018 20:30,19.79233297
24/01/2018 21:30,9.207998951
24/01/2018 22:30,2.446333547
24/01/2018 23:30,0
25/01/2018 0:30,0
25/01/2018 1:30,0
25/01/2018 2:30,0
25/01/2018 3:30,31.21766722
25/01/2018 4:30,0.534999847
25/01/2018 5:30,13.45666631
25/01/2018 6:30,56.13733292
25/01/2018 7:30,43.66299884
25/01/2018 8:30,12.51799899
25/01/2018 9:30,18.61966642
25/01/2018 10:30,36.04666646
25/01/2018 11:30,23.66566718
25/01/2018 12:30,0
25/01/2018 13:30,2.118333141
25/01/2018 14:30,7.788333257
25/01/2018 15:30,0
25/01/2018 16:30,0
25/01/2018 17:30,0
25/01/2018 18:30,0
25/01/2018 19:30,0
25/01/2018 20:30,0
25/01/2018 21:30,0
25/01/2018 22:30,0
25/01/2018 23:30,0
26/01/2018 0:30,0
26/01/2018 1:30,0
26/01/2018 2:30,0
26/01/2018 3:30,0
26/01/2018 4:30,0
26/01/2018 5:30,26.46066729
26/01/2018 6:30,113.487999
26/01/2018 7:30,71.02266693
26/01/2018 8:30,16.12466661
26/01/2018 9:30,17.39833128
26/01/2018 10:30,3.948332508
26/01/2018 11:30,4.483666778
26/01/2018 12:30,9.782666524
26/01/2018 13:30,8.095333099
26/01/2018 14:30,27.40933355
26/01/2018 15:30,29.60633405
26/01/2018 16:30,12.16766739
26/01/2018 17:30,0.54099973
26/01/2018 18:30,1.426000635
26/01/2018 19:30,6.215332031
26/01/2018 20:30,4.423668027
26/01/2018 21:30,0.524333318
26/01/2018 22:30,0
26/01/2018 23:30,0
27/01/2018 0:30,0
27/01/2018 1:30,0
27/01/2018 2:30,0
27/01/2018 3:30,0
27/01/2018 4:30,0
27/01/2018 5:30,13.25399971
27/01/2018 6:30,8.814333002
27/01/2018 7:30,98.10266431
27/01/2018 8:30,86.81900024
27/01/2018 9:30,18.0716668
27/01/2018 10:30,26.51066653
27/01/2018 11:30,51.52666601
27/01/2018 12:30,21.04399872
27/01/2018 13:30,22.73000081
27/01/2018 14:30,33.60433451
27/01/2018 15:30,35.23466555
27/01/2018 16:30,38.84533374
27/01/2018 17:30,28.31399854
27/01/2018 18:30,17.964667
27/01/2018 19:30,8.715667645
27/01/2018 20:30,0
27/01/2018 21:30,3.255000432
27/01/2018 22:30,10.05633412
27/01/2018 23:30,12.56499974
28/01/2018 0:30,1.179666519
28/01/2018 1:30,3.58366696
28/01/2018 2:30,37.09333293
28/01/2018 3:30,33.1129996
28/01/2018 4:30,30.8213323
28/01/2018 5:30,51.73966726
28/01/2018 6:30,75.64666621
28/01/2018 7:30,95.24166679
28/01/2018 8:30,83.23733266
28/01/2018 9:30,82.38766797
28/01/2018 10:30,60.66366577
28/01/2018 11:30,42.2929999
28/01/2018 12:30,39.03766632
28/01/2018 13:30,32.06400045
28/01/2018 14:30,18.90833481
28/01/2018 15:30,44.92433167
28/01/2018 16:30,25.85366758
28/01/2018 17:30,27.92366664
28/01/2018 18:30,29.01666705
28/01/2018 19:30,20.78633245
28/01/2018 20:30,7.253000061
28/01/2018 21:30,5.828333517
28/01/2018 22:30,0
28/01/2018 23:30,0
29/01/2018 0:30,0
29/01/2018 1:30,0
29/01/2018 2:30,0
29/01/2018 3:30,0
29/01/2018 4:30,0
29/01/2018 5:30,0
29/01/2018 6:30,0
29/01/2018 7:30,0
29/01/2018 8:30,16.97766562
29/01/2018 9:30,54.13099925
29/01/2018 10:30,55.85400136
29/01/2018 11:30,35.26266607
29/01/2018 12:30,10.21766788
29/01/2018 13:30,0
29/01/2018 14:30,0
29/01/2018 15:30,0
29/01/2018 16:30,0
29/01/2018 17:30,0
29/01/2018 18:30,0
29/01/2018 19:30,0
29/01/2018 20:30,0
29/01/2018 21:30,0
29/01/2018 22:30,0
29/01/2018 23:30,5.985333741
30/01/2018 0:30,35.14899953
30/01/2018 1:30,49.58366648
30/01/2018 2:30,60.08533287
30/01/2018 3:30,49.79699961
30/01/2018 4:30,29.02599772
30/01/2018 5:30,11.28399916
30/01/2018 6:30,42.03733381
30/01/2018 7:30,71.18966611
30/01/2018 8:30,34.63199997
30/01/2018 9:30,33.72799873
30/01/2018 10:30,43.29766719
30/01/2018 11:30,54.01633326
30/01/2018 12:30,29.51266662
30/01/2018 13:30,2.052999457
30/01/2018 14:30,5.837665518
30/01/2018 15:30,5.750998735
30/01/2018 16:30,11.30399958
30/01/2018 17:30,14.76866659
30/01/2018 18:30,0.709999651
30/01/2018 19:30,0
30/01/2018 20:30,0
30/01/2018 21:30,0
30/01/2018 22:30,0
30/01/2018 23:30,0
31/01/2018 0:30,0
31/01/2018 1:30,0
31/01/2018 2:30,0
31/01/2018 3:30,0
31/01/2018 4:30,0
31/01/2018 5:30,0
31/01/2018 6:30,51.95900091
31/01/2018 7:30,95.14700063
31/01/2018 8:30,111.7616666
31/01/2018 9:30,111.3519993
31/01/2018 10:30,89.44633293
31/01/2018 11:30,79.8983326
31/01/2018 12:30,78.6693325
31/01/2018 13:30,73.1983331
31/01/2018 14:30,61.78933334
31/01/2018 15:30,32.71366628
31/01/2018 16:30,33.43733342
31/01/2018 17:30,23.63599968
31/01/2018 18:30,8.826666554
31/01/2018 19:30,14.38833372
31/01/2018 20:30,13.75699921
31/01/2018 21:30,13.90366614
31/01/2018 22:30,41.77766673
31/01/2018 23:30,37.68833415
